trm_cde,crs_comp1,crs_comp2,crs_comp3,crs_title,credit_hrs,monday_cde,tuesday_cde,wednesday_cde,thursday_cde,friday_cde,begin_tim,end_tim,last_name,Ref Number,comment_txt
30,HUMA,102,A,CIV/BIBLICAL REVELATION,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Moeller,599,
10,HUMA,102,B,CIV/BIBLICAL REVELATION,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Moeller,600,
30,HUMA,102,B,CIV/BIBLICAL REVELATION,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Moeller,601,
10,HUMA,102,C,CIV/BIBLICAL REVELATION,3,,T,,R,,8:00:00 AM,9:15:00 AM,Campbell,602,
30,HUMA,102,C,CIV/BIBLICAL REVELATION,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Rine,603,
10,HUMA,102,D,CIV/BIBLICAL REVELATION,3,,T,,R,,10:05:00 AM,11:20:00 AM,Campbell,604,
30,HUMA,102,D,CIV/BIBLICAL REVELATION,3,,T,,R,,8:00:00 AM,9:15:00 AM,Campbell,605,TRUSTEE COURSE
10,HUMA,102,E,CIV/BIBLICAL REVELATION,3,,T,,R,,1:00:00 PM,2:15:00 PM,Shepson,606,
30,HUMA,102,E,CIV/BIBLICAL REVELATION,3,,T,,R,,8:00:00 AM,9:15:00 AM,Byun,607,
10,HUMA,102,F,CIV/BIBLICAL REVELATION,3,,T,,R,,2:30:00 PM,3:45:00 PM,Shepson,608,
30,HUMA,102,F,CIV/BIBLICAL REVELATION,3,,T,,R,,10:05:00 AM,11:20:00 AM,Byun,609,
30,HUMA,102,G,CIV/BIBLICAL REVELATION,3,,T,,R,,10:05:00 AM,11:20:00 AM,Campbell,610,
30,HUMA,102,H,CIV/BIBLICAL REVELATION,3,,T,,R,,1:00:00 PM,2:15:00 PM,Shepson,611,
10,HUMA,102,O,CIV/BIBLICAL REVELATION,3,,,,,,,,Shepson,612,
30,HUMA,102,O,CIV/BIBLICAL REVELATION,3,,,,,,,,Shepson,613,
10,HUMA,200,A,WESTERN CIV: FOUNDATIONS,3,,,,,,,,Baker,614,
10,HUMA,200,A,WESTERN CIV: FOUNDATIONS,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Baker,615,HUMA 102 WRIT 101
30,HUMA,200,A,WESTERN CIV: FOUNDATIONS,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Mitchell,616,HUMA 102 WRIT 101
10,HUMA,200,B,WESTERN CIV: FOUNDATIONS,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Coulter,617,HUMA 102 WRIT 101
30,HUMA,200,B,WESTERN CIV: FOUNDATIONS,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Baker,618,HUMA 102 WRIT 101
10,HUMA,200,C,WESTERN CIV: FOUNDATIONS,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Mitchell,619,HUMA 102 WRIT 101
30,HUMA,200,C,WESTERN CIV: FOUNDATIONS,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Baker,620,HUMA 102 WRIT 101
10,HUMA,200,D,WESTERN CIV: FOUNDATIONS,3,M,,W,,F,3:00:00 PM,3:50:00 PM,Baker,621,HUMA 102 WRIT 101
30,HUMA,200,D,WESTERN CIV: FOUNDATIONS,3,M,,W,,F,3:00:00 PM,3:50:00 PM,Verbois,622,HUMA 102 WRIT 101
10,HUMA,200,E,WESTERN CIV: FOUNDATIONS,3,,T,,R,,8:00:00 AM,9:15:00 AM,Graham,623,HUMA 102 WRIT 101
30,HUMA,200,E,WESTERN CIV: FOUNDATIONS,3,,T,,R,,8:00:00 AM,9:15:00 AM,Graham,624,HUMA 102 WRIT 101
30,HUMA,200,F,WESTERN CIV: FOUNDATIONS,3,,T,,R,,1:00:00 PM,2:15:00 PM,Edwards,625,HUMA 102 WRIT 101
10,HUMA,200,F,WESTERN CIV: FOUNDATIONS,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Verbois,626,HUMA 102 WRIT 101
10,HUMA,200,G,WESTERN CIV: FOUNDATIONS,3,,T,,R,,8:00:00 AM,9:15:00 AM,Harp,627,TRUSTEE COURSE
10,HUMA,200,H,WESTERN CIV: FOUNDATIONS,3,,T,,R,,10:05:00 AM,11:20:00 AM,Harp,628,HUMA 102 WRIT 101
10,HUMA,200,I,WESTERN CIV: FOUNDATIONS,3,,T,,R,,1:00:00 PM,2:15:00 PM,Edwards,629,HUMA 102 WRIT 101
10,HUMA,202,A,CIV/LITERATURE,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Waha,630,
30,HUMA,202,A,CIV/LITERATURE,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Barbour,631,
10,HUMA,202,B,CIV/LITERATURE,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Loretto,632,
30,HUMA,202,B,CIV/LITERATURE,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Barbour,633,
10,HUMA,202,C,CIV/LITERATURE,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Waha,634,
30,HUMA,202,C,CIV/LITERATURE,3,,T,,R,,8:00:00 AM,9:15:00 AM,Loretto,635,
30,HUMA,202,D,CIV/LITERATURE,3,,T,,R,,1:00:00 PM,2:15:00 PM,Brown,636,
10,HUMA,202,D,CIV/LITERATURE,3,,T,,R,,8:00:00 AM,9:15:00 AM,Waha,637,TRUSTEE COURSE
10,HUMA,202,E,CIV/LITERATURE,3,,T,,R,,8:00:00 AM,9:15:00 AM,Harvey,638,
30,HUMA,202,E,CIV/LITERATURE,3,,T,,R,,2:30:00 PM,3:45:00 PM,Loretto,639,
10,HUMA,202,F,CIV/LITERATURE,3,,T,,R,,10:05:00 AM,11:20:00 AM,Harvey,640,
10,HUMA,202,G,CIV/LITERATURE,3,,T,,R,,10:05:00 AM,11:20:00 AM,Barbour,641,
10,HUMA,202,H,CIV/LITERATURE,3,,T,,R,,1:00:00 PM,2:15:00 PM,Barbour,642,
10,HUMA,202,I,CIV/LITERATURE,3,,T,,R,,2:30:00 PM,3:45:00 PM,Loretto,643,
30,HUMA,301,A,CIV/THE ARTS,3,,T,,R,,1:00:00 PM,2:15:00 PM,Huebert,644,
10,HUMA,301,B,CIV/THE ARTS,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Carter,645,
30,HUMA,301,B,CIV/THE ARTS,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Carter,646,
10,HUMA,301,C,CIV/THE ARTS,3,,,,,,,,Carter,647,
30,HUMA,301,C,CIV/THE ARTS,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Carter,648,
10,HUMA,301,D,CIV/THE ARTS,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Carter,649,
30,HUMA,301,D,CIV/THE ARTS,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Carter,650,
10,HUMA,301,E,CIV/THE ARTS,3,M,,W,,,4:00:00 PM,5:15:00 PM,Munson,651,
30,HUMA,301,E,CIV/THE ARTS,3,M,,W,,,4:00:00 PM,5:15:00 PM,Munson,652,
10,HUMA,301,F,CIV/THE ARTS,3,,T,,R,,11:30:00 AM,12:45:00 PM,Munson,653,
30,HUMA,301,F,CIV/THE ARTS,3,,T,,R,,10:05:00 AM,11:20:00 AM,Munson,654,
30,HUMA,301,G,CIV/THE ARTS,3,,T,,R,,2:30:00 PM,3:45:00 PM,Munson,655,
10,HUMA,301,G,CIV/THE ARTS,3,,T,,R,,2:30:00 PM,3:45:00 PM,Munson,656,
10,HUMA,303,A,CHRISTIANITY AND CIVILIZATION,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Trueman,657,HUMA 200; 202 OR 301
30,HUMA,303,A,CHRISTIANITY AND CIVILIZATION,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Kemeny,658,HUMA 200; 202 OR 301
10,HUMA,303,B,CHRISTIANITY AND CIVILIZATION,3,,T,,R,,10:05:00 AM,11:20:00 AM,Schaefer,659,HUMA 200; 202 OR 301
30,HUMA,303,B,CHRISTIANITY AND CIVILIZATION,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Trueman,660,HUMA 200; 202 OR 301
10,HUMA,303,C,CHRISTIANITY AND CIVILIZATION,3,,T,,R,,11:30:00 AM,12:45:00 PM,Schaefer,661,HUMA 200; 202 OR 301
30,HUMA,303,C,CHRISTIANITY AND CIVILIZATION,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Trueman,662,HUMA 200; 202 OR 301
10,HUMA,303,D,CHRISTIANITY AND CIVILIZATION,3,,T,,R,,1:00:00 PM,2:15:00 PM,Gordon,663,HUMA 200; 202 OR 301
30,HUMA,303,D,CHRISTIANITY AND CIVILIZATION,3,M,,W,,F,11:00:00 AM,11:50:00 AM,West,664,HUMA 200; 202 OR 301
10,HUMA,303,E,CHRISTIANITY AND CIVILIZATION,3,,T,,R,,2:30:00 PM,3:45:00 PM,Gordon,665,HUMA 200; 202 OR 301
30,HUMA,303,E,CHRISTIANITY AND CIVILIZATION,3,,T,,R,,10:05:00 AM,11:20:00 AM,Gordon,666,HUMA 200; 202 OR 301
30,HUMA,303,F,CHRISTIANITY AND CIVILIZATION,3,,T,,R,,11:30:00 AM,12:45:00 PM,Gordon,667,HUMA 200; 202 OR 301
30,HUMA,303,G,CHRISTIANITY AND CIVILIZATION,3,,T,,R,,11:30:00 AM,12:45:00 PM,West,668,TRUSTEE COURSE
30,HUMA,303,H,CHRISTIANITY AND CIVILIZATION,3,,T,,R,,1:00:00 PM,2:15:00 PM,Schaefer,669,HUMA 200; 202 OR 301
30,HUMA,303,I,CHRISTIANITY AND CIVILIZATION,3,,T,,R,,2:30:00 PM,3:45:00 PM,Schaefer,670,HUMA 200; 202 OR 301
30,HUMA,303,T,CHRISTIANITY AND CIVILIZATION,3,,,,,,,,Byun,671,
10,INBS,305,A,GLOBAL BUSINESS ISSUES,3,M,,W,,F,8:00:00 AM,8:50:00 AM,Markley,672,SO Standing
30,INBS,305,A,GLOBAL BUSINESS ISSUES,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Markley,673,SO; Online Material Fee
10,INBS,305,B,GLOBAL BUSINESS ISSUES,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Butler,674,SO Standing
30,INBS,305,B,GLOBAL BUSINESS ISSUES,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Butler,675,SO; Online Materials Fee
10,INBS,305,C,GLOBAL BUSINESS ISSUES,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Butler,676,SO standing
30,INBS,305,C,GLOBAL BUSINESS ISSUES,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Butler,677,SO; Online Materials Fee
30,INBS,417,A,GLOBAL SUPPLY CHAINS,3,,T,,R,,1:00:00 PM,2:15:00 PM,Butler,678,INBS 305
10,INBS,445,A,INTERNATIONAL TRADE,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Markley,679,INBS 305
10,LATN,101,A,ELEMENTARY LATIN I,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Graham,680,
30,LATN,102,A,ELEMENTARY LATIN II,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Graham,681,LATN 101
10,MARK,204,A,PRINCIPLES OF MARKETING,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Havrilla,682,
30,MARK,204,A,PRINCIPLES OF MARKETING,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Havrilla,683,
10,MARK,204,B,PRINCIPLES OF MARKETING,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Havrilla,684,
30,MARK,204,B,PRINCIPLES OF MARKETING,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Havrilla,685,
10,MARK,204,C,PRINCIPLES OF MARKETING,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Powell,686,
30,MARK,204,C,PRINCIPLES OF MARKETING,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Powell,687,
10,MARK,204,D,PRINCIPLES OF MARKETING,3,M,,W,,F,3:00:00 PM,3:50:00 PM,Powell,688,
10,MARK,315,A,DIGITAL MARKETING,3,,T,,R,,10:05:00 AM,11:20:00 AM,Kocur,689,MARK 204
30,MARK,315,A,DIGITAL MARKETING,3,,T,,R,,8:00:00 AM,9:15:00 AM,Kocur,690,MARK 204
10,MARK,328,A,CONTENT MARKETING,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Sweet,691,cross-listed w ENTR 328
30,MARK,330,A,SEARCH ENGINE OPTIMIZATION,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Sweet,692,cross-listed w/ ENTR 330
10,MARK,411,A,MARKETING RESEARCH,3,,T,,R,,11:30:00 AM,12:45:00 PM,Havrilla,693,MNGT 201; MARK 204; JR Standin
10,MARK,411,B,MARKETING RESEARCH,3,,T,,R,,1:00:00 PM,2:15:00 PM,Havrilla,694,MNGT 201; MARK 204; JR Standin
30,MARK,412,A,RETAIL MANAGEMENT,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Powell,695,MARK 204; JR/SR Standing
10,MARK,414,A,SALES,3,,T,,R,,11:30:00 AM,12:45:00 PM,Kocur,696,MARK 204
30,MARK,415,A,STRATEGIC MARKETING,3,,T,,R,,10:05:00 AM,11:20:00 AM,Havrilla,697,MARK 204; SR Standing
30,MARK,415,B,STRATEGIC MARKETING,3,,T,,R,,1:00:00 PM,2:15:00 PM,Havrilla,698,MARK 204; SR Standing
30,MARK,419,A,CONSUMER BEHAVIOR,3,,T,,R,,10:05:00 AM,11:20:00 AM,Powell,699,MARK 204; JR/SR Standing
30,MARK,419,B,CONSUMER BEHAVIOR,3,,T,,R,,11:30:00 AM,12:45:00 PM,Powell,700,MARK 204; JR/SR Standing
10,MARK,420,A,ADVERTISING,3,,T,,R,,10:05:00 AM,11:20:00 AM,Powell,701,MARK 204 JR SR STANDING
10,MARK,420,B,ADVERTISING,3,,T,,R,,11:30:00 AM,12:45:00 PM,Powell,702,MARK 204 JR SR STANDING
30,MATH,110,A,COLLEGE ALGEBRA,3,,T,,R,,11:30:00 AM,12:45:00 PM,McIntyre,703,NOT A QUANT/LOGIC GEN EDUC CRS
10,MATH,110,O,COLLEGE ALGEBRA,3,,,,,,,,Flanders,704,NOT A QUANT/LOGIC GEN EDUC CRS
30,MATH,110,O,COLLEGE ALGEBRA,3,,,,,,,,Flanders,705,Online Materials Fee
10,MATH,111,A,PRE CALCULUS,3,M,,W,,F,3:00:00 PM,3:50:00 PM,Bonomo,706,Online Materials Fee
30,MATH,111,A,PRE CALCULUS,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Smith,707,Online Materials Fee
30,MATH,111,B,PRE CALCULUS,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Smith,708,Online Materials Fee
10,MATH,111,O,PRE CALCULUS,3,,,,,,,,Flanders,709,Online materials fee
30,MATH,111,O,PRE CALCULUS,3,,,,,,,,Flanders,710,Online Materials Fee
10,MATH,118,A,FINITE MATH,3,,T,,R,,1:00:00 PM,2:15:00 PM,McIntyre,711,
10,MATH,118,B,FINITE MATH,3,,T,,R,,2:30:00 PM,3:45:00 PM,McIntyre,712,
30,MATH,119,A,TOPICS IN CONTEMPORARY MATHEMATICS,3,,T,,R,,1:00:00 PM,2:15:00 PM,Bonomo,713,
10,MATH,141,A,BUSINESS CALCULUS,4,M,,W,,F,11:00:00 AM,11:50:00 AM,Drai,714,
10,MATH,141,A,BUSINESS CALCULUS,4,,T,,,,11:30:00 AM,12:20:00 PM,Drai,715,
30,MATH,141,A,BUSINESS CALCULUS,4,M,,W,,F,12:00:00 PM,12:50:00 PM,Drai,716,
30,MATH,141,A,BUSINESS CALCULUS,4,,,,R,,1:00:00 PM,1:50:00 PM,Drai,717,
10,MATH,141,B,BUSINESS CALCULUS,4,M,,W,,F,12:00:00 PM,12:50:00 PM,Drai,718,
10,MATH,141,B,BUSINESS CALCULUS,4,,,,R,,11:30:00 AM,12:20:00 PM,Drai,719,
30,MATH,141,B,BUSINESS CALCULUS,4,M,,W,,F,2:00:00 PM,2:50:00 PM,Bonomo,720,
30,MATH,141,B,BUSINESS CALCULUS,4,,T,,,,2:30:00 PM,3:45:00 PM,Bonomo,721,
10,MATH,151,A,SURVEY MATHEMATICS I,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Bonomo,722,PK MID LEV MUSE MAJORS
10,MATH,151,B,SURVEY MATHEMATICS I,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Bonomo,723,PK MID LEV MUSE MAJORS
30,MATH,152,A,SURVEY MATHEMATICS II,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Bonomo,724,PK MID LEV MUSE MAJORS
30,MATH,152,B,SURVEY MATHEMATICS II,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Bonomo,725,PK MID LEV MUSE MAJORS
10,MATH,161,A,CALCULUS I,4,M,,W,,F,8:00:00 AM,8:50:00 AM,Bancroft,726,Online Materials Fee
10,MATH,161,A,CALCULUS I,4,,,,R,,8:25:00 AM,9:15:00 AM,Bancroft,727,
30,MATH,161,A,CALCULUS I,4,M,,W,,F,12:00:00 PM,12:50:00 PM,Flanders,728,Online Materials Fee
30,MATH,161,A,CALCULUS I,4,,T,,,,1:00:00 PM,1:50:00 PM,Flanders,729,
10,MATH,161,B,CALCULUS I,4,M,,W,,F,9:00:00 AM,9:50:00 AM,Thompson,730,Online Materials Fee
10,MATH,161,B,CALCULUS I,4,,,,R,,10:05:00 AM,10:55:00 AM,Thompson,731,
30,MATH,161,B,CALCULUS I,4,M,,W,R,F,1:00:00 PM,1:50:00 PM,Flanders,732,Online Materials Fee
10,MATH,161,C,CALCULUS I,4,M,,W,,F,10:00:00 AM,10:50:00 AM,Thompson,733,Online Materials Fee
10,MATH,161,C,CALCULUS I,4,,T,,,,10:05:00 AM,10:55:00 AM,Thompson,734,
10,MATH,161,D,CALCULUS I,4,M,,W,,F,12:00:00 PM,12:50:00 PM,Flanders,735,Online Materials Fee
10,MATH,161,D,CALCULUS I,4,,,,R,,11:30:00 AM,12:20:00 PM,Flanders,736,
10,MATH,161,E,CALCULUS I,4,M,T,W,,F,1:00:00 PM,1:50:00 PM,Flanders,737,Online Materials Fee
10,MATH,161,O,CALCULUS I,4,,,,,,,,Jackson,738,Online materials fee
30,MATH,161,O,CALCULUS I,4,,,,,,,,Flanders,739,Online materials fee
10,MATH,162,A,CALCULUS II,4,M,,W,,F,9:00:00 AM,9:50:00 AM,Jackson,740,MATH 161 Online Materials Fee
10,MATH,162,A,CALCULUS II,4,,T,,,,10:05:00 AM,10:55:00 AM,Jackson,741,
30,MATH,162,A,CALCULUS II,4,M,,W,,F,8:00:00 AM,8:50:00 AM,Thompson,742,Online Mat Fee; MATH 161
30,MATH,162,A,CALCULUS II,4,,,,R,,8:25:00 AM,9:15:00 AM,Thompson,743,
10,MATH,162,B,CALCULUS II,4,M,,W,,F,10:00:00 AM,10:50:00 AM,Jackson,744,MATH 161 Online Materials Fee
10,MATH,162,B,CALCULUS II,4,,,,R,,10:05:00 AM,10:55:00 AM,Jackson,745,
30,MATH,162,B,CALCULUS II,4,M,,W,,F,10:00:00 AM,10:50:00 AM,Flanders,746,Online Mat Fee; MATH 161
30,MATH,162,B,CALCULUS II,4,,,,R,,10:05:00 AM,10:55:00 AM,Flanders,747,
30,MATH,162,C,CALCULUS II,4,M,,W,,F,11:00:00 AM,11:50:00 AM,Thompson,748,Online Mat Fee; MATH 161
30,MATH,162,C,CALCULUS II,4,,,,R,,11:30:00 AM,12:20:00 PM,Thompson,749,
30,MATH,162,D,CALCULUS II,4,M,,W,,F,12:00:00 PM,12:50:00 PM,Thompson,750,Online Mat Fee; MATH 161
30,MATH,162,D,CALCULUS II,4,,,,R,,1:00:00 PM,1:50:00 PM,Thompson,751,
30,MATH,162,O,CALCULUS II,4,,,,,,,,Jackson,752,Online Mat Fee; MATH 161
10,MATH,201,A,STATISTICAL METHODS,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Flanders,753,Online Materials Fee
10,MATH,210,A,COMBINATORICS,3,,T,,R,,1:00:00 PM,2:15:00 PM,Smith,754,COREQ: MATH 162
10,MATH,210,B,COMBINATORICS,3,,T,,R,,2:30:00 PM,3:45:00 PM,Smith,755,COREQ: MATH 162
10,MATH,213,A,DISCRETE MATH/COMP SCI,4,M,,W,,F,12:00:00 PM,12:50:00 PM,Bancroft,756,COREQ: MATH 162
10,MATH,213,A,DISCRETE MATH/COMP SCI,4,,,,R,,1:00:00 PM,1:50:00 PM,Bancroft,757,COREQ: MATH 162
10,MATH,213,B,DISCRETE MATH/COMP SCI,4,M,T,W,,F,1:00:00 PM,1:50:00 PM,Bancroft,758,COREQ: MATH 162
30,MATH,214,A,APPLIED PROBABLITY AND LINEAR ALG,4,M,T,W,,F,1:00:00 PM,1:50:00 PM,Bancroft,759,MATH 162
30,MATH,214,B,APPLIED PROBABLITY AND LINEAR ALG,4,M,,W,,F,3:00:00 PM,3:50:00 PM,Bancroft,760,MATH 162
30,MATH,214,B,APPLIED PROBABLITY AND LINEAR ALG,4,,T,,,,2:30:00 PM,3:20:00 PM,Bancroft,761,
30,MATH,222,A,LINEAR ALGEBRA,4,M,,W,,F,10:00:00 AM,10:50:00 AM,Jackson,762,MATH 162; Online Materials Fee
30,MATH,222,A,LINEAR ALGEBRA,4,,T,,,,10:05:00 AM,10:55:00 AM,Jackson,763,
30,MATH,222,B,LINEAR ALGEBRA,4,M,,W,,F,11:00:00 AM,11:50:00 AM,Jackson,764,MATH 162; Online Materials Fee
30,MATH,222,B,LINEAR ALGEBRA,4,,T,,,,11:30:00 AM,12:20:00 PM,Jackson,765,
10,MATH,230,A,SURVEY OF MATHEMATICS III,3,,T,,R,,11:30:00 AM,12:45:00 PM,Bonomo,766,MATH 152 OR INST OK
10,MATH,232,A,FINANCIAL MATHEMATICS,3,M,,W,,F,3:00:00 PM,3:50:00 PM,Drai,767,ACT 201MAT 141 COREQ FNC 301
10,MATH,261,A,CALCULUS III,4,M,,W,,F,12:00:00 PM,12:50:00 PM,Smith,768,MATH 162
10,MATH,261,A,CALCULUS III,4,,T,,,,11:30:00 AM,12:45:00 PM,Smith,769,MATH 162
30,MATH,261,A,CALCULUS III,4,M,,W,,F,10:00:00 AM,10:50:00 AM,Bancroft,770,Online Mat Fee; MATH 162
30,MATH,261,A,CALCULUS III,4,,T,,,,10:05:00 AM,10:55:00 AM,Bancroft,771,
10,MATH,261,B,CALCULUS III,4,M,,W,,F,10:00:00 AM,10:50:00 AM,Smith,772,MATH 162
10,MATH,261,B,CALCULUS III,4,,,,R,,11:30:00 AM,12:20:00 PM,Smith,773,MATH 162
10,MATH,261,C,CALCULUS III,4,M,,W,,F,11:00:00 AM,11:50:00 AM,McIntyre,774,MATH 162
10,MATH,261,C,CALCULUS III,4,,T,,,,11:30:00 AM,12:20:00 PM,McIntyre,775,MATH 162
30,MATH,262,A,DIFFERENTIAL EQUATIONS,3,M,,W,,F,10:00:00 AM,10:50:00 AM,McIntyre,776,MATH 162
30,MATH,262,B,DIFFERENTIAL EQUATIONS,3,M,,W,,F,11:00:00 AM,11:50:00 AM,McIntyre,777,MATH 162
30,MATH,262,C,DIFFERENTIAL EQUATIONS,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Jackson,778,MATH 162
30,MATH,263,A,NUMERICAL DIFFERENTIAL EQUATIONS,1,,,,R,,1:00:00 PM,1:50:00 PM,Smith,779,PRE OR CO REQ: MATH 262
30,MATH,303,A,COLLEGE GEOMETRY,3,M,,W,,F,1:00:00 PM,1:50:00 PM,McIntyre,780,MATH 222-MATH SEC ED PRIORITY
10,MATH,305,A,PUTNAM PROBLEM GROUP,1,,,,R,,4:00:00 PM,4:50:00 PM,Thompson,781,MATH 162
10,MATH,305,B,PUTNAM PROBLEM GROUP,1,,,,R,,3:00:00 PM,3:50:00 PM,Thompson,782,MATH 162
30,MATH,306,A,ACTUARIAL MATHEMATICS,1,,,,,,,,Drai,783,PRE OR CO REQ: MATH 332
10,MATH,331,A,THEORY STATISTICS I,3,,T,,R,,2:30:00 PM,3:45:00 PM,Drai,784,MATH 261
30,MATH,332,A,THEORY STATISTICS II,3,,T,,R,,11:30:00 AM,12:45:00 PM,Drai,785,MATH 331
10,MATH,365,A,COMPLEX VARIABLES,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Thompson,786,MATH 261
30,MATH,421,A,ABSTRACT ALGEBRA,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Smith,787,PREREQ MATH 210 OR 213 AND 222
10,MATH,465,A,CLASSICAL ANALYSIS,3,M,,W,,F,1:00:00 PM,1:50:00 PM,McIntyre,788,MATH 210 OR 213 AND 261
10,MATH,488,A,SEMINAR IN MATHEMATICS,2,M,,W,,,3:00:00 PM,3:50:00 PM,Thompson,789,SR STATUS
30,MATH,488,A,SEMINAR IN MATHEMATICS,2,M,,W,,,3:00:00 PM,3:50:00 PM,Drai,790,SR STATUS
10,MECE,107,A,ENGINEERING GRAPHICS,2,M,,W,,,11:00:00 AM,11:50:00 AM,Dixon,791,
10,MECE,107,B,ENGINEERING GRAPHICS,2,,T,,R,,10:30:00 AM,11:20:00 AM,Dixon,792,
10,MECE,107,C,ENGINEERING GRAPHICS,2,,T,,R,,11:30:00 AM,12:20:00 PM,Dixon,793,
10,MECE,107,O,ENGINEERING GRAPHICS,2,,,,,,,,Dixon,794,
10,MECE,109,A,INTRODUCTION TO SOLID MODELING,2,M,,W,,,8:00:00 AM,8:50:00 AM,Archibald,795,
10,MECE,109,B,INTRODUCTION TO SOLID MODELING,2,M,,W,,,9:00:00 AM,9:50:00 AM,Archibald,796,
10,MECE,109,C,INTRODUCTION TO SOLID MODELING,2,M,,W,,,1:00:00 PM,1:50:00 PM,Archibald,797,
10,MECE,120,A,NUMERICAL COMPUTING FOR MECH ENGR,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Mohr,798,COREQ MA161 PHY101 MECE ONLY
30,MECE,120,A,NUMERICAL COMPUTING FOR MECH ENGR,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Dixon,799,COREQ M 161 PHY 101 MECE ONLY
30,MECE,120,B,NUMERICAL COMPUTING FOR MECH ENGR,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Dixon,800,COREQ M 161 PHY 101 MECE ONLY
30,MECE,120,O,NUMERICAL COMPUTING FOR MECH ENGR,3,,,,,,,,Dixon,801,
10,MECE,201,A,FUNDAMENTALS OF MATERIALS SCIENCE,3,,T,,R,,8:00:00 AM,9:15:00 AM,Fair,802,CHEM 105
10,MECE,201,B,FUNDAMENTALS OF MATERIALS SCIENCE,3,,T,,R,,10:05:00 AM,11:20:00 AM,Fair,803,CHEM 105
30,MECE,210,A,DESIGN FOR MANUFACTURING,3,,,,R,,12:00:00 PM,3:00:00 PM,Archibald,804,
30,MECE,210,A,DESIGN FOR MANUFACTURING,3,M,,W,,F,8:00:00 AM,8:50:00 AM,Archibald,805,MECE 107 109 201
30,MECE,210,B,DESIGN FOR MANUFACTURING,3,,,,R,,12:00:00 PM,3:00:00 PM,Archibald,806,
30,MECE,210,B,DESIGN FOR MANUFACTURING,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Archibald,807,MECE 107 109 201
10,MECE,211,A,MECHANICS I,3,M,,W,,F,8:00:00 AM,8:50:00 AM,Clauss,808,PHYS 101 MATH 162
10,MECE,211,B,MECHANICS I,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Fair,809,PHYS 101 MATH 162
30,MECE,212,A,MECHANICS II,3,,T,,R,,8:00:00 AM,9:15:00 AM,Clauss,810,MECE 211
30,MECE,212,B,MECHANICS II,3,,T,,R,,10:05:00 AM,11:20:00 AM,Clauss,811,MECE 211
